Recency,Frequency,Monetary,Segments
28,1,52.56,Medium Value Customer
36,5,163.61,Medium Value Customer
27,2,5.8,Medium Value Customer
44,2,25.77,Medium Value Customer
18,4,142.95999999999998,Medium Value Customer
183,1,116.80000000000004,Low Value Customer
153,4,151.40999999999997,Low Value Customer
22,5,417.09,Medium Value Customer
57,4,92.91000000000004,Medium Value Customer
16,9,763.86,Medium Value Customer
37,7,273.89,Medium Value Customer
21,1,75.45,Medium Value Customer
84,3,194.86999999999995,Medium Value Customer
126,1,107.2,Medium Value Customer
28,3,103.98999999999997,Medium Value Customer
79,3,210.85,Medium Value Customer
95,1,58.15,Medium Value Customer
319,1,10.12,Low Value Customer
50,3,435.93,Medium Value Customer
51,4,283.02,Medium Value Customer
259,3,87.71000000000001,Low Value Customer
59,4,157.77,Medium Value Customer
276,1,55.45,Low Value Customer
16,65,2401.66,Medium Value Customer
165,1,52.5,Low Value Customer
58,15,911.76,Medium Value Customer
24,5,1058.1999999999998,Medium Value Customer
230,1,27.4,Low Value Customer
36,7,506.56,Medium Value Customer
155,4,392.76,Low Value Customer
380,1,35.85,Low Value Customer
30,3,160.41,Medium Value Customer
57,3,399.52,Medium Value Customer
71,2,208.05999999999997,Medium Value Customer
69,3,192.30999999999997,Medium Value Customer
72,2,136.0,Medium Value Customer
69,2,113.75,Medium Value Customer
7,31,2392.69,Medium Value Customer
87,1,26.34,Medium Value Customer
275,4,578.4,Low Value Customer
374,1,127.96,Low Value Customer
191,2,160.39999999999998,Low Value Customer
157,2,121.63,Low Value Customer
9,3,193.56,Medium Value Customer
151,1,37.52,Low Value Customer
30,1,232.98999999999995,Medium Value Customer
36,5,101.23999999999998,Medium Value Customer
234,1,33.18000000000001,Low Value Customer
221,1,66.53,Low Value Customer
23,3,199.48999999999995,Medium Value Customer
13,41,2834.13,Medium Value Customer
29,3,72.15,Medium Value Customer
70,4,241.79,Medium Value Customer
230,1,24.390000000000004,Low Value Customer
32,1,151.34999999999997,Medium Value Customer
218,8,570.9200000000001,Low Value Customer
56,5,496.6700000000001,Medium Value Customer
42,2,84.66999999999999,Medium Value Customer
15,8,396.51,Medium Value Customer
34,2,165.74999999999994,Medium Value Customer
22,8,269.16,Medium Value Customer
67,6,232.86,Medium Value Customer
259,1,40.870000000000005,Low Value Customer
161,3,281.85,Low Value Customer
15,2,108.16,Medium Value Customer
77,3,93.36,Medium Value Customer
57,2,184.59999999999997,Medium Value Customer
84,6,760.08,Medium Value Customer
7,13,1234.6,Medium Value Customer
66,2,152.10999999999993,Medium Value Customer
260,1,65.69,Low Value Customer
77,2,2.9,Medium Value Customer
10,3,53.43000000000001,Medium Value Customer
21,12,638.5799999999999,Medium Value Customer
21,9,610.3299999999999,Medium Value Customer
60,1,30.65,Medium Value Customer
7,11,749.17,Medium Value Customer
49,3,217.54,Medium Value Customer
162,3,180.76,Low Value Customer
86,1,85.05000000000003,Medium Value Customer
375,1,36.45,Low Value Customer
52,1,21.72,Medium Value Customer
21,1,65.37,Medium Value Customer
119,2,207.1,Medium Value Customer
13,7,397.92,Medium Value Customer
232,1,85.46,Low Value Customer
36,3,82.40000000000002,Medium Value Customer
296,1,33.85,Low Value Customer
188,2,39.28,Low Value Customer
55,1,48.68000000000001,Medium Value Customer
15,3,269.92,Medium Value Customer
34,11,585.31,Medium Value Customer
9,4,545.6500000000001,Medium Value Customer
67,4,290.37999999999994,Medium Value Customer
30,23,674.39,Medium Value Customer
127,2,259.27000000000004,Medium Value Customer
42,1,112.39,Medium Value Customer
202,2,129.72,Low Value Customer
9,19,476.91,Medium Value Customer
51,8,446.86,Medium Value Customer
14,2,53.900000000000006,Medium Value Customer
77,1,84.80000000000001,Medium Value Customer
234,1,3.99,Low Value Customer
8,7,366.94,Medium Value Customer
143,7,172.65,Medium Value Customer
57,3,10.45,Medium Value Customer
10,7,206.85,Medium Value Customer
121,1,30.690000000000005,Medium Value Customer
378,1,84.3,Low Value Customer
326,2,18.450000000000003,Low Value Customer
102,1,32.46,Medium Value Customer
67,4,267.1600000000001,Medium Value Customer
23,14,873.8600000000001,Medium Value Customer
24,2,244.86,Medium Value Customer
38,3,311.84,Medium Value Customer
86,1,41.91,Medium Value Customer
268,1,28.009999999999994,Low Value Customer
8,6,563.77,Medium Value Customer
116,1,94.32999999999998,Medium Value Customer
32,9,863.1600000000001,Medium Value Customer
109,6,593.76,Medium Value Customer
263,2,53.84000000000001,Low Value Customer
234,1,50.0,Low Value Customer
170,1,51.7,Low Value Customer
14,1,22.360000000000003,Medium Value Customer
29,4,78.97,Medium Value Customer
45,1,24.11,Medium Value Customer
301,1,42.61,Low Value Customer
31,1,21.08,Medium Value Customer
192,1,7.039999999999999,Low Value Customer
113,1,34.31999999999999,Medium Value Customer
238,1,83.49,Low Value Customer
16,6,148.67,Medium Value Customer
248,1,65.79,Low Value Customer
177,1,57.09,Low Value Customer
44,3,91.87,Medium Value Customer
8,11,905.41,Medium Value Customer
149,1,66.72999999999999,Low Value Customer
23,5,58.31,Medium Value Customer
379,1,34.05,Low Value Customer
11,6,485.82,Medium Value Customer
46,3,337.85,Medium Value Customer
81,1,18.54,Medium Value Customer
32,2,122.44,Medium Value Customer
263,2,69.76,Low Value Customer
11,3,178.15999999999997,Medium Value Customer
29,1,79.95,Medium Value Customer
240,1,72.47,Low Value Customer
11,4,403.79,Medium Value Customer
223,1,76.47,Low Value Customer
37,5,463.8299999999999,Medium Value Customer
100,3,190.38,Medium Value Customer
136,2,131.87,Medium Value Customer
22,5,83.8,Medium Value Customer
8,7,204.58999999999995,Medium Value Customer
127,1,24.1,Medium Value Customer
21,6,331.9,Medium Value Customer
10,13,414.61,Medium Value Customer
223,2,30.45,Low Value Customer
30,9,94.82,Medium Value Customer
14,4,156.59,Medium Value Customer
322,3,260.11,Low Value Customer
140,1,14.0,Low Value Customer
49,1,94.43,Medium Value Customer
84,5,151.79999999999995,Medium Value Customer
65,2,214.58999999999995,Medium Value Customer
60,3,172.58999999999995,Medium Value Customer
181,1,50.93000000000001,Low Value Customer
16,8,505.21,Medium Value Customer
78,1,13.9,Medium Value Customer
72,6,389.25,Medium Value Customer
69,1,29.22,Medium Value Customer
49,2,210.95,Medium Value Customer
46,1,14.69,Medium Value Customer
15,21,807.17,Medium Value Customer
59,6,330.11,Medium Value Customer
272,1,25.59,Low Value Customer
66,12,301.37999999999994,Medium Value Customer
65,3,93.59,Medium Value Customer
32,4,198.48,Medium Value Customer
116,5,510.62,Medium Value Customer
84,5,421.951,Medium Value Customer
147,1,21.45,Low Value Customer
196,1,20.72,Low Value Customer
22,9,180.32,Medium Value Customer
14,3,2.2,Medium Value Customer
46,7,82.53,Medium Value Customer
37,13,512.59,Medium Value Customer
22,4,129.82,Medium Value Customer
30,4,382.62,Medium Value Customer
55,5,274.15000000000003,Medium Value Customer
135,5,344.28,Medium Value Customer
125,3,76.67999999999998,Medium Value Customer
275,1,81.65,Low Value Customer
177,1,6.53,Low Value Customer
83,1,98.6,Medium Value Customer
163,2,32.36,Low Value Customer
60,2,195.39999999999995,Medium Value Customer
18,14,674.78,Medium Value Customer
326,1,83.59000000000002,Low Value Customer
32,11,198.25,Medium Value Customer
311,1,15.0,Low Value Customer
69,2,25.85,Medium Value Customer
260,2,107.17,Low Value Customer
58,2,71.48,Medium Value Customer
332,1,45.650000000000006,Low Value Customer
259,1,101.43,Low Value Customer
85,2,69.86,Medium Value Customer
25,17,1533.75,Medium Value Customer
7,7,624.8399999999999,Medium Value Customer
51,4,255.76999999999995,Medium Value Customer
13,9,580.25,Medium Value Customer
37,1,448.0400000000001,Medium Value Customer
164,1,0.29,Low Value Customer
8,5,202.17,Medium Value Customer
37,2,99.59,Medium Value Customer
50,2,114.52,Medium Value Customer
16,6,146.81,Medium Value Customer
9,10,492.53,Medium Value Customer
105,1,14.3,Medium Value Customer
79,3,228.97,Medium Value Customer
7,184,18264.79,High Value Customer
43,3,81.68999999999997,Medium Value Customer
30,4,312.83,Medium Value Customer
17,9,278.1600000000001,Medium Value Customer
73,4,125.63,Medium Value Customer
238,2,61.79,Low Value Customer
46,7,397.54,Medium Value Customer
181,1,41.85,Low Value Customer
207,1,128.33,Low Value Customer
35,2,199.42,Medium Value Customer
252,2,71.71,Low Value Customer
240,1,6.75,Low Value Customer
38,1,46.6,Medium Value Customer
269,1,29.28,Low Value Customer
63,1,49.17,Medium Value Customer
112,3,579.6700000000001,Medium Value Customer
7,2,149.39,Medium Value Customer
20,3,221.24,Medium Value Customer
261,1,13.56,Low Value Customer
32,4,610.49,Medium Value Customer
204,2,191.33,Low Value Customer
59,2,52.55,Medium Value Customer
220,1,16.4,Low Value Customer
43,4,44.89,Medium Value Customer
305,1,15.919999999999998,Low Value Customer
31,7,353.2800000000001,Medium Value Customer
55,1,17.05,Medium Value Customer
30,4,181.33999999999995,Medium Value Customer
111,4,77.05,Medium Value Customer
38,21,622.42,Medium Value Customer
60,3,367.0100000000001,Medium Value Customer
345,1,120.96,Low Value Customer
374,1,81.42,Low Value Customer
286,1,47.2,Low Value Customer
237,3,147.08999999999995,Low Value Customer
21,13,1063.64,Medium Value Customer
181,3,38.89,Low Value Customer
21,7,621.14,Medium Value Customer
29,5,279.82,Medium Value Customer
83,4,73.19,Medium Value Customer
100,1,175.89,Medium Value Customer
345,1,40.95,Low Value Customer
51,8,326.1,Medium Value Customer
23,1,5.050000000000001,Medium Value Customer
63,1,35.800000000000004,Medium Value Customer
367,1,9.84,Low Value Customer
72,5,497.06,Medium Value Customer
377,1,148.85,Low Value Customer
379,1,83.7,Low Value Customer
65,1,29.099999999999994,Medium Value Customer
214,1,97.73,Low Value Customer
331,1,77.10000000000002,Low Value Customer
30,4,70.26,Medium Value Customer
18,2,228.65,Medium Value Customer
7,6,32.15,Medium Value Customer
22,6,412.38,Medium Value Customer
303,1,55.69999999999999,Low Value Customer
254,2,98.61,Low Value Customer
72,1,85.10000000000001,Medium Value Customer
84,1,50.84,Medium Value Customer
205,1,17.14,Low Value Customer
24,5,640.6999999999999,Medium Value Customer
123,2,92.88,Medium Value Customer
297,1,10.75,Low Value Customer
70,2,250.58,Medium Value Customer
234,1,29.12,Low Value Customer
36,2,157.5,Medium Value Customer
9,6,686.5899999999999,Medium Value Customer
115,6,730.79,Medium Value Customer
8,29,3330.54,Medium Value Customer
95,1,181.52,Medium Value Customer
279,1,2.4,Low Value Customer
37,2,41.57000000000001,Medium Value Customer
15,2,334.93,Medium Value Customer
129,10,544.61,Medium Value Customer
143,13,623.21,Medium Value Customer
35,4,255.7,Medium Value Customer
9,1,36.5,Medium Value Customer
21,1,84.46000000000001,Medium Value Customer
8,4,606.0,Medium Value Customer
319,1,52.150000000000006,Low Value Customer
11,10,1666.4,Medium Value Customer
9,8,545.74,Medium Value Customer
210,1,243.74,Low Value Customer
17,2,163.36999999999995,Medium Value Customer
42,5,200.97,Medium Value Customer
10,3,179.93999999999997,Medium Value Customer
261,1,26.8,Low Value Customer
22,5,74.42999999999999,Medium Value Customer
36,10,767.63,Medium Value Customer
8,5,88.80000000000001,Medium Value Customer
28,6,1014.62,Medium Value Customer
18,2,102.18,Medium Value Customer
11,4,428.12,Medium Value Customer
10,47,4056.37,Medium Value Customer
183,1,7.49,Low Value Customer
86,1,50.78,Medium Value Customer
237,1,0.84,Low Value Customer
105,5,159.55999999999997,Medium Value Customer
21,15,1977.1300000000003,Medium Value Customer
67,10,622.75,Medium Value Customer
10,1,66.35000000000001,Medium Value Customer
63,2,182.66,Medium Value Customer
21,6,283.35,Medium Value Customer
116,3,238.22,Medium Value Customer
162,1,20.6,Low Value Customer
85,3,143.87999999999997,Medium Value Customer
18,5,246.61,Medium Value Customer
18,10,1044.77,Medium Value Customer
9,59,798.9,Medium Value Customer
65,4,273.61,Medium Value Customer
52,4,220.0,Medium Value Customer
52,1,52.89,Medium Value Customer
55,2,299.06000000000006,Medium Value Customer
60,2,242.28,Medium Value Customer
14,3,98.80000000000004,Medium Value Customer
28,2,132.64,Medium Value Customer
121,1,18.350000000000005,Medium Value Customer
42,5,391.2000000000001,Medium Value Customer
71,2,51.62,Medium Value Customer
134,2,116.88,Medium Value Customer
136,2,144.66999999999996,Medium Value Customer
10,23,1089.17,Medium Value Customer
7,7,335.29999999999995,Medium Value Customer
69,2,74.05000000000001,Medium Value Customer
9,8,283.91,Medium Value Customer
310,1,13.45,Low Value Customer
21,2,183.35,Medium Value Customer
371,1,20.91,Low Value Customer
206,2,31.74,Low Value Customer
316,2,85.99,Low Value Customer
104,1,99.45,Medium Value Customer
14,18,492.9100000000001,Medium Value Customer
105,2,15.25,Medium Value Customer
62,6,179.82,Medium Value Customer
225,2,146.72,Low Value Customer
8,6,86.85,Medium Value Customer
157,4,148.19,Low Value Customer
172,2,88.97999999999999,Low Value Customer
72,2,132.57999999999998,Medium Value Customer
14,4,187.55,Medium Value Customer
221,2,96.15,Low Value Customer
45,2,96.95,Medium Value Customer
14,3,285.06,Medium Value Customer
253,1,30.5,Low Value Customer
25,2,77.95,Medium Value Customer
374,1,39.88,Low Value Customer
90,3,94.78,Medium Value Customer
64,8,539.45,Medium Value Customer
63,3,223.85,Medium Value Customer
118,2,64.49000000000001,Medium Value Customer
121,8,412.94,Medium Value Customer
178,2,53.12,Low Value Customer
161,1,16.53,Low Value Customer
72,1,49.61,Medium Value Customer
27,12,261.22,Medium Value Customer
36,1,14.56,Medium Value Customer
24,2,63.98999999999999,Medium Value Customer
23,2,20.7,Medium Value Customer
198,1,48.34,Low Value Customer
162,2,71.99,Low Value Customer
35,1,96.1,Medium Value Customer
84,1,74.62,Medium Value Customer
99,7,149.9,Medium Value Customer
52,5,230.0,Medium Value Customer
74,1,54.47,Medium Value Customer
21,12,457.66,Medium Value Customer
219,3,200.52,Low Value Customer
98,3,621.29,Medium Value Customer
65,2,162.44,Medium Value Customer
343,1,56.74000000000001,Low Value Customer
120,2,458.42,Medium Value Customer
25,1,93.91,Medium Value Customer
211,2,33.46000000000001,Low Value Customer
43,1,16.87,Medium Value Customer
37,4,222.7,Medium Value Customer
16,3,51.82000000000001,Medium Value Customer
30,1,61.75,Medium Value Customer
373,1,55.6,Low Value Customer
31,6,659.8399999999999,Medium Value Customer
15,1,115.7,Medium Value Customer
109,1,29.64,Medium Value Customer
49,4,779.83,Medium Value Customer
24,2,138.64999999999998,Medium Value Customer
48,1,12.7,Medium Value Customer
22,7,236.11,Medium Value Customer
52,1,66.83,Medium Value Customer
309,1,150.32,Low Value Customer
67,1,95.81,Medium Value Customer
34,8,621.8800000000001,Medium Value Customer
9,3,112.33,Medium Value Customer
62,2,14.14,Medium Value Customer
27,9,338.102,Medium Value Customer
189,3,143.75999999999996,Low Value Customer
29,2,56.01,Medium Value Customer
116,3,109.26,Medium Value Customer
367,1,59.91,Low Value Customer
23,5,92.71,Medium Value Customer
76,1,57.38,Medium Value Customer
105,3,116.3,Medium Value Customer
7,3,143.71999999999997,Medium Value Customer
10,14,418.29,Medium Value Customer
74,2,102.6,Medium Value Customer
36,3,54.7,Medium Value Customer
50,3,76.33,Medium Value Customer
16,6,159.19999999999996,Medium Value Customer
136,1,113.9,Medium Value Customer
81,2,62.75999999999999,Medium Value Customer
32,9,287.29,Medium Value Customer
58,3,39.36,Medium Value Customer
65,1,24.5,Medium Value Customer
372,1,45.290000000000006,Low Value Customer
20,2,173.31000000000003,Medium Value Customer
7,1,118.79,Medium Value Customer
18,1,15.989999999999998,Medium Value Customer
35,4,360.44,Medium Value Customer
260,1,84.21000000000001,Low Value Customer
205,1,104.02,Low Value Customer
31,10,654.77,Medium Value Customer
290,1,42.27,Low Value Customer
8,4,166.7,Medium Value Customer
114,10,140.61,Medium Value Customer
251,3,57.49999999999999,Low Value Customer
154,3,53.24,Low Value Customer
38,4,251.85,Medium Value Customer
70,2,352.0199999999999,Medium Value Customer
228,1,14.45,Low Value Customer
263,1,26.07,Low Value Customer
43,1,4.95,Medium Value Customer
11,6,108.92,Medium Value Customer
16,7,398.05,Medium Value Customer
72,3,99.00000000000004,Medium Value Customer
64,1,6.5,Medium Value Customer
77,1,119.34000000000002,Medium Value Customer
308,1,55.88000000000001,Low Value Customer
44,5,102.46,Medium Value Customer
197,1,54.80000000000001,Low Value Customer
119,2,26.39,Medium Value Customer
53,3,327.22,Medium Value Customer
72,5,481.34,Medium Value Customer
282,1,3.75,Low Value Customer
56,10,463.1599999999999,Medium Value Customer
63,3,208.42,Medium Value Customer
45,3,142.6,Medium Value Customer
188,2,181.09,Low Value Customer
38,8,372.9699999999999,Medium Value Customer
203,1,8.0,Low Value Customer
56,1,14.9,Medium Value Customer
154,4,169.95999999999998,Low Value Customer
14,20,1032.42,Medium Value Customer
23,3,269.5199999999999,Medium Value Customer
22,2,40.64,Medium Value Customer
172,1,124.93,Low Value Customer
246,2,321.68,Low Value Customer
21,4,220.29999999999995,Medium Value Customer
120,2,83.05,Medium Value Customer
22,2,101.07999999999998,Medium Value Customer
42,14,357.78000000000003,Medium Value Customer
7,10,794.46,Medium Value Customer
92,4,761.5899999999999,Medium Value Customer
36,3,303.13,Medium Value Customer
67,1,30.510000000000005,Medium Value Customer
203,4,36.62,Low Value Customer
22,4,292.20000000000005,Medium Value Customer
130,2,67.73,Medium Value Customer
20,7,1115.87,Medium Value Customer
212,1,35.330000000000005,Low Value Customer
129,2,41.09,Medium Value Customer
142,1,4.95,Low Value Customer
49,1,5.67,Medium Value Customer
21,3,28.86,Medium Value Customer
7,5,278.01000000000005,Medium Value Customer
100,2,63.06000000000002,Medium Value Customer
35,8,131.20000000000002,Medium Value Customer
15,23,746.6500000000001,Medium Value Customer
307,1,29.15000000000001,Low Value Customer
52,1,53.70000000000001,Medium Value Customer
296,1,103.96999999999996,Low Value Customer
62,6,1046.38,Medium Value Customer
8,12,549.8499999999999,Medium Value Customer
10,6,414.73,Medium Value Customer
372,1,57.55000000000001,Low Value Customer
207,2,182.43,Low Value Customer
10,2,47.3,Medium Value Customer
197,1,17.15,Low Value Customer
142,6,273.35,Medium Value Customer
252,4,170.09999999999994,Low Value Customer
120,1,69.72,Medium Value Customer
7,117,5524.700000000001,High Value Customer
25,8,338.18,Medium Value Customer
55,2,45.74999999999999,Medium Value Customer
319,1,16.75,Low Value Customer
79,9,538.89,Medium Value Customer
118,1,96.94,Medium Value Customer
204,3,116.0,Low Value Customer
343,1,18.47,Low Value Customer
37,7,405.71,Medium Value Customer
251,4,228.4,Low Value Customer
49,1,19.71,Medium Value Customer
16,8,429.7000000000001,Medium Value Customer
141,3,78.66,Medium Value Customer
8,6,394.9699999999999,Medium Value Customer
43,1,74.4,Medium Value Customer
53,1,78.88000000000001,Medium Value Customer
319,1,143.04999999999998,Low Value Customer
63,5,387.16,Medium Value Customer
203,1,11.1,Low Value Customer
91,1,13.65,Medium Value Customer
67,2,77.63,Medium Value Customer
8,4,102.79999999999998,Medium Value Customer
15,2,73.14999999999999,Medium Value Customer
11,4,430.5,Medium Value Customer
190,1,99.15,Low Value Customer
9,6,916.42,Medium Value Customer
10,4,476.99000000000007,Medium Value Customer
7,22,1036.2400000000002,Medium Value Customer
304,8,20.67,Low Value Customer
177,2,10.9,Low Value Customer
90,2,144.48,Medium Value Customer
14,2,91.79,Medium Value Customer
45,6,341.93,Medium Value Customer
51,5,160.61,Medium Value Customer
60,7,492.0899999999999,Medium Value Customer
36,1,24.4,Medium Value Customer
134,6,80.2,Medium Value Customer
52,1,162.51999999999998,Medium Value Customer
304,1,4.95,Low Value Customer
97,5,70.08999999999999,Medium Value Customer
13,6,328.7,Medium Value Customer
266,1,6.959999999999999,Low Value Customer
332,1,6.88,Low Value Customer
24,4,103.05,Medium Value Customer
104,2,22.7,Medium Value Customer
42,1,179.13000000000002,Medium Value Customer
62,6,33.31,Medium Value Customer
65,2,27.640000000000008,Medium Value Customer
16,6,765.2900000000001,Medium Value Customer
23,2,158.46,Medium Value Customer
34,2,15.12,Medium Value Customer
134,1,43.3,Medium Value Customer
38,2,147.50999999999993,Medium Value Customer
226,1,76.85000000000001,Low Value Customer
16,3,149.36,Medium Value Customer
209,3,128.64,Low Value Customer
37,7,532.7299999999999,Medium Value Customer
62,3,37.8,Medium Value Customer
94,2,64.80000000000001,Medium Value Customer
29,4,286.12,Medium Value Customer
133,2,1.99,Medium Value Customer
17,1,27.01,Medium Value Customer
218,1,83.22,Low Value Customer
95,2,139.57,Medium Value Customer
363,1,28.65,Low Value Customer
210,2,115.25,Low Value Customer
333,3,35.67999999999999,Low Value Customer
120,3,110.99,Medium Value Customer
67,2,145.98,Medium Value Customer
76,6,78.63,Medium Value Customer
27,6,676.31,Medium Value Customer
21,5,397.89,Medium Value Customer
223,2,49.32,Low Value Customer
105,1,11.91,Medium Value Customer
42,4,447.8999999999999,Medium Value Customer
11,5,564.8299999999999,Medium Value Customer
29,3,157.70999999999995,Medium Value Customer
109,2,142.39999999999998,Medium Value Customer
144,1,4.04,Low Value Customer
183,1,41.84,Low Value Customer
16,6,255.56,Medium Value Customer
282,1,40.91,Low Value Customer
46,4,155.65,Medium Value Customer
38,3,200.57,Medium Value Customer
116,7,690.64,Medium Value Customer
232,1,41.2,Low Value Customer
18,3,229.94,Medium Value Customer
169,4,85.88000000000001,Low Value Customer
316,1,50.58,Low Value Customer
76,2,184.36,Medium Value Customer
32,3,342.4599999999999,Medium Value Customer
260,1,47.81000000000001,Low Value Customer
239,1,25.5,Low Value Customer
45,7,345.12,Medium Value Customer
44,1,8.700000000000001,Medium Value Customer
59,2,23.82,Medium Value Customer
87,1,74.8,Medium Value Customer
11,15,735.28,Medium Value Customer
31,3,474.6,Medium Value Customer
34,1,117.17,Medium Value Customer
80,1,65.1,Medium Value Customer
217,1,0.84,Low Value Customer
22,2,184.03,Medium Value Customer
86,1,8.05,Medium Value Customer
237,1,74.87,Low Value Customer
22,4,223.6,Medium Value Customer
217,1,71.01,Low Value Customer
375,1,45.400000000000006,Low Value Customer
111,2,533.26,Medium Value Customer
43,1,60.68,Medium Value Customer
28,6,154.6,Medium Value Customer
27,6,286.81999999999994,Medium Value Customer
182,2,112.79,Low Value Customer
15,5,324.24,Medium Value Customer
169,1,2.55,Low Value Customer
321,1,34.47,Low Value Customer
98,3,17.689999999999998,Medium Value Customer
42,5,231.22000000000003,Medium Value Customer
72,1,81.39999999999999,Medium Value Customer
31,4,1346.04,Medium Value Customer
120,3,507.7000000000001,Medium Value Customer
21,1,39.35,Medium Value Customer
273,1,58.09,Low Value Customer
24,7,381.9500000000001,Medium Value Customer
8,19,1253.83,Medium Value Customer
365,1,117.45,Low Value Customer
46,2,220.39,Medium Value Customer
10,5,602.98,Medium Value Customer
368,1,103.81,Low Value Customer
162,3,178.67000000000002,Low Value Customer
23,3,228.26,Medium Value Customer
22,1,111.19,Medium Value Customer
32,1,79.36,Medium Value Customer
7,17,938.14,Medium Value Customer
21,7,291.1,Medium Value Customer
29,1,20.12,Medium Value Customer
21,7,617.07,Medium Value Customer
25,2,109.19,Medium Value Customer
42,8,631.3299999999999,Medium Value Customer
44,14,426.8399999999999,Medium Value Customer
248,1,82.2,Low Value Customer
15,2,187.49,Medium Value Customer
36,15,629.5699999999999,Medium Value Customer
8,2,259.36,Medium Value Customer
154,1,49.06,Low Value Customer
18,6,1294.74,Medium Value Customer
367,1,29.9,Low Value Customer
46,2,251.28,Medium Value Customer
51,1,23.79,Medium Value Customer
181,4,11.4,Low Value Customer
17,1,22.450000000000003,Medium Value Customer
154,3,610.21,Medium Value Customer
101,1,60.27,Medium Value Customer
14,12,465.47,Medium Value Customer
13,1,92.47000000000004,Medium Value Customer
248,2,65.4,Low Value Customer
18,12,1679.29,Medium Value Customer
237,1,57.69000000000001,Low Value Customer
63,5,184.32,Medium Value Customer
20,8,439.68,Medium Value Customer
36,6,336.38,Medium Value Customer
265,1,36.1,Low Value Customer
7,22,1773.79,Medium Value Customer
281,1,88.06,Low Value Customer
210,1,230.6,Low Value Customer
39,2,26.44,Medium Value Customer
25,4,169.89999999999998,Medium Value Customer
66,2,67.47000000000001,Medium Value Customer
156,3,275.33,Low Value Customer
105,2,8.870000000000001,Medium Value Customer
34,2,25.730000000000004,Medium Value Customer
32,5,234.92,Medium Value Customer
11,14,1499.9900000000002,Medium Value Customer
28,10,1310.0,Medium Value Customer
22,3,415.47,Medium Value Customer
260,3,313.73999999999995,Low Value Customer
14,3,399.02,Medium Value Customer
261,1,15.55,Low Value Customer
365,2,83.00000000000001,Low Value Customer
25,3,331.36,Medium Value Customer
18,8,533.22,Medium Value Customer
8,26,1343.4299999999998,Medium Value Customer
18,1,73.26,Medium Value Customer
41,2,309.42,Medium Value Customer
234,3,56.79,Low Value Customer
34,3,10.98,Medium Value Customer
319,1,24.15,Low Value Customer
24,5,219.96,Medium Value Customer
224,3,31.950000000000003,Low Value Customer
129,1,8.8,Medium Value Customer
7,5,389.34,Medium Value Customer
217,1,48.500000000000014,Low Value Customer
69,1,43.03,Medium Value Customer
87,1,63.34000000000001,Medium Value Customer
70,4,253.09,Medium Value Customer
14,17,1066.37,Medium Value Customer
10,8,216.08,Medium Value Customer
290,1,2.5,Low Value Customer
15,5,180.06999999999996,Medium Value Customer
32,8,278.93,Medium Value Customer
185,8,239.37000000000003,Low Value Customer
57,1,93.68,Medium Value Customer
25,13,326.99,Medium Value Customer
252,1,26.020000000000003,Low Value Customer
79,4,269.7100000000001,Medium Value Customer
32,24,1132.0,Medium Value Customer
80,1,51.14,Medium Value Customer
38,3,134.75,Medium Value Customer
51,1,74.30999999999999,Medium Value Customer
69,8,715.84,Medium Value Customer
35,7,335.25,Medium Value Customer
18,5,139.51,Medium Value Customer
63,1,50.470000000000006,Medium Value Customer
99,2,39.25,Medium Value Customer
8,9,427.33,Medium Value Customer
92,4,220.85,Medium Value Customer
286,1,45.0,Low Value Customer
284,1,87.51999999999998,Low Value Customer
151,13,591.4,Medium Value Customer
25,1,68.1,Medium Value Customer
37,1,12.75,Medium Value Customer
79,2,127.15,Medium Value Customer
55,4,63.15,Medium Value Customer
20,6,77.93,Medium Value Customer
93,2,86.29,Medium Value Customer
14,15,766.46,Medium Value Customer
38,8,390.78,Medium Value Customer
371,1,2.5,Low Value Customer
56,2,56.63000000000001,Medium Value Customer
14,3,79.59,Medium Value Customer
57,1,18.6,Medium Value Customer
29,1,52.2,Medium Value Customer
163,2,175.05999999999997,Low Value Customer
62,2,55.18,Medium Value Customer
29,4,265.67,Medium Value Customer
14,4,315.96,Medium Value Customer
28,2,58.63,Medium Value Customer
7,7,159.77999999999997,Medium Value Customer
21,6,114.09,Medium Value Customer
303,2,45.400000000000006,Low Value Customer
91,3,133.92000000000004,Medium Value Customer
53,3,380.22,Medium Value Customer
114,2,136.73,Medium Value Customer
198,1,36.65,Low Value Customer
367,1,20.65,Low Value Customer
93,5,347.33,Medium Value Customer
59,8,793.13,Medium Value Customer
46,1,52.0,Medium Value Customer
63,2,101.55,Medium Value Customer
37,2,239.44,Medium Value Customer
8,8,397.25,Medium Value Customer
21,9,148.57999999999998,Medium Value Customer
241,2,53.53,Low Value Customer
115,1,41.14,Medium Value Customer
189,3,54.05,Low Value Customer
92,1,29.97,Medium Value Customer
60,1,64.37,Medium Value Customer
259,1,54.09,Low Value Customer
36,3,43.6,Medium Value Customer
301,1,1.25,Low Value Customer
7,12,347.80999999999995,Medium Value Customer
239,2,148.78999999999996,Low Value Customer
65,5,240.92999999999995,Medium Value Customer
331,1,48.25,Low Value Customer
266,1,1.9,Low Value Customer
118,1,74.66,Medium Value Customer
144,2,270.61,Medium Value Customer
11,3,437.7000000000001,Medium Value Customer
231,1,78.31,Low Value Customer
59,1,270.98,Medium Value Customer
198,2,84.45,Low Value Customer
21,7,436.9,Medium Value Customer
8,3,162.04,Medium Value Customer
