Recency,Frequency,Monetary,recency_score,frequeny_score,monetary_score,RFM_SCORE,Segments
14,10,522.52,5,5,5,55,VIP
24,1,138.60999999999999,4,1,3,41,Promising
29,9,1535.7799999999997,4,5,5,45,Loyal Customer
8,15,468.3,5,5,5,55,VIP
32,1,194.4,4,1,4,41,Promising
39,2,4.55,4,2,1,42,Potential Loyalist
219,2,94.81,1,2,3,12,Hibernating
23,5,354.15999999999997,4,4,4,44,Loyal Customer
104,2,86.28,2,2,2,22,Hibernating
8,13,110.58999999999999,5,5,3,55,VIP
149,3,122.53999999999999,2,3,3,23,At Risk
16,11,604.3700000000001,5,5,5,55,VIP
328,5,72.02,1,4,2,14,At Risk
72,10,231.1,3,5,4,35,Loyal Customer
31,3,180.08999999999997,4,3,4,43,Potential Loyalist
245,3,393.81,1,3,5,13,At Risk
156,2,154.76999999999998,2,2,3,22,Hibernating
326,1,165.35000000000002,1,1,3,11,Hibernating
308,1,122.10000000000001,1,1,3,11,Hibernating
265,1,5.9,1,1,1,11,Hibernating
45,3,65.41,3,3,2,33,Need Attention
37,1,33.80000000000001,4,1,1,41,Promising
15,4,273.45000000000005,5,4,4,54,VIP
55,4,329.23999999999995,3,4,4,34,Loyal Customer
11,9,1963.91,5,5,5,55,VIP
34,1,73.58999999999997,4,1,2,41,Promising
13,3,189.29999999999998,5,3,4,53,Potential Loyalist
154,1,5.85,2,1,1,21,Hibernating
10,16,1799.2400000000002,5,5,5,55,VIP
46,2,305.31,3,2,4,32,About to Sleep
48,3,485.23,3,3,5,33,Need Attention
16,10,543.7,5,5,5,55,VIP
81,1,118.44,2,1,3,21,Hibernating
364,1,2.95,1,1,1,11,Hibernating
123,2,87.0,2,2,2,22,Hibernating
17,9,675.86,5,5,5,55,VIP
49,6,65.07000000000001,3,4,2,34,Loyal Customer
31,3,264.83000000000004,4,3,4,43,Potential Loyalist
50,4,560.1400000000001,3,4,5,34,Loyal Customer
379,1,8.95,1,1,1,11,Hibernating
90,4,321.64000000000004,2,4,4,24,At Risk
373,2,41.20000000000001,1,2,1,12,Hibernating
77,21,714.49,2,5,5,25,Can't Loose
93,6,384.9,2,4,5,24,At Risk
17,12,225.67000000000002,5,5,4,55,VIP
37,5,183.47999999999996,4,4,4,44,Loyal Customer
143,2,48.230000000000004,2,2,2,22,Hibernating
70,1,78.30000000000001,3,1,2,31,About to Sleep
17,2,35.870000000000005,5,2,1,52,Potential Loyalist
48,3,63.18000000000001,3,3,2,33,Need Attention
375,1,78.59,1,1,2,11,Hibernating
86,1,60.27,2,1,2,21,Hibernating
22,3,245.20999999999995,4,3,4,43,Potential Loyalist
193,1,33.85,1,1,1,11,Hibernating
41,4,122.53,4,4,3,44,Loyal Customer
17,3,291.21,5,3,4,53,Potential Loyalist
290,1,100.27000000000001,1,1,3,11,Hibernating
375,1,41.8,1,1,1,11,Hibernating
24,15,395.3399999999999,4,5,5,45,Loyal Customer
9,11,193.92999999999998,5,5,4,55,VIP
42,5,301.32000000000005,4,4,4,44,Loyal Customer
337,1,9.0,1,1,1,11,Hibernating
132,3,98.30000000000001,2,3,3,23,At Risk
15,2,105.61,5,2,3,52,Potential Loyalist
128,1,2.55,2,1,1,21,Hibernating
179,2,30.450000000000003,2,2,1,22,Hibernating
25,7,729.95,4,5,5,45,Loyal Customer
30,6,60.22,4,4,2,44,Loyal Customer
56,1,30.97,3,1,1,31,About to Sleep
315,2,128.84,1,2,3,12,Hibernating
29,5,139.55999999999997,4,4,3,44,Loyal Customer
125,1,15.43,2,1,1,21,Hibernating
23,6,658.24,4,5,5,45,Loyal Customer
13,82,7682.43,5,5,5,55,VIP
31,3,114.24999999999999,4,3,3,43,Potential Loyalist
21,9,1133.8400000000001,5,5,5,55,VIP
252,6,220.43,1,5,4,15,Can't Loose
11,5,505.01,5,4,5,54,VIP
104,1,11.139999999999999,2,1,1,21,Hibernating
147,2,168.49999999999994,2,2,3,22,Hibernating
106,4,262.7,2,4,4,24,At Risk
62,2,45.35,3,2,2,32,About to Sleep
72,2,225.84999999999994,3,2,4,32,About to Sleep
17,3,339.5,5,3,4,53,Potential Loyalist
372,1,19.54,1,1,1,11,Hibernating
247,3,240.73999999999998,1,3,4,13,At Risk
283,2,20.48,1,2,1,12,Hibernating
60,5,835.8100000000001,3,4,5,34,Loyal Customer
9,2,56.09,5,2,2,52,Potential Loyalist
23,9,650.8999999999999,4,5,5,45,Loyal Customer
14,9,316.23999999999995,5,5,4,55,VIP
52,2,141.14999999999998,3,2,3,32,About to Sleep
85,4,246.58999999999997,2,4,4,24,At Risk
53,2,180.77,3,2,4,32,About to Sleep
69,5,152.34999999999997,3,4,3,34,Loyal Customer
115,1,38.4,2,1,1,21,Hibernating
10,2,141.71,5,2,3,52,Potential Loyalist
36,2,17.7,4,2,1,42,Potential Loyalist
30,1,23.439999999999998,4,1,1,41,Promising
38,1,56.55,4,1,2,41,Promising
34,15,1124.25,4,5,5,45,Loyal Customer
276,1,4.25,1,1,1,11,Hibernating
52,1,76.55,3,1,2,31,About to Sleep
42,5,265.22,4,4,4,44,Loyal Customer
65,3,77.1,3,3,2,33,Need Attention
259,1,83.25000000000001,1,1,2,11,Hibernating
51,3,59.9,3,3,2,33,Need Attention
23,3,138.43,4,3,3,43,Potential Loyalist
39,1,86.33999999999999,4,1,2,41,Promising
64,3,499.98,3,3,5,33,Need Attention
36,7,364.63,4,5,5,45,Loyal Customer
30,2,124.67000000000002,4,2,3,42,Potential Loyalist
329,1,8.9,1,1,1,11,Hibernating
193,1,59.620000000000005,1,1,2,11,Hibernating
27,9,589.5899999999999,4,5,5,45,Loyal Customer
13,11,765.23,5,5,5,55,VIP
53,9,344.36,3,5,4,35,Loyal Customer
87,1,14.049999999999999,2,1,1,21,Hibernating
46,1,24.450000000000003,3,1,1,31,About to Sleep
10,4,242.08999999999997,5,4,4,54,VIP
56,1,85.92,3,1,2,31,About to Sleep
8,7,363.67,5,5,5,55,VIP
51,2,151.26999999999995,3,2,3,32,About to Sleep
209,2,76.74999999999999,1,2,2,12,Hibernating
91,8,524.23,2,5,5,25,Can't Loose
32,5,367.19999999999993,4,4,5,44,Loyal Customer
76,4,243.26,3,4,4,34,Loyal Customer
83,1,73.73999999999998,2,1,2,21,Hibernating
56,5,484.08,3,4,5,34,Loyal Customer
79,3,140.51999999999998,2,3,3,23,At Risk
45,4,114.38000000000001,3,4,3,34,Loyal Customer
77,3,181.48,2,3,4,23,At Risk
92,1,38.93000000000001,2,1,1,21,Hibernating
107,3,128.05,2,3,3,23,At Risk
140,4,157.55999999999997,2,4,3,24,At Risk
14,4,114.51000000000002,5,4,3,54,VIP
15,2,99.03000000000002,5,2,3,52,Potential Loyalist
304,2,24.64,1,2,1,12,Hibernating
73,10,374.94000000000005,3,5,5,35,Loyal Customer
65,1,30.85,3,1,1,31,About to Sleep
338,1,2.5,1,1,1,11,Hibernating
7,8,694.5900000000001,5,5,5,55,VIP
302,1,19.539999999999996,1,1,1,11,Hibernating
46,4,358.44,3,4,4,34,Loyal Customer
101,2,94.87,2,2,3,22,Hibernating
52,12,999.681,3,5,5,35,Loyal Customer
23,1,16.33,4,1,1,41,Promising
135,2,70.75,2,2,2,22,Hibernating
74,1,56.99,3,1,2,31,About to Sleep
133,3,287.88999999999993,2,3,4,23,At Risk
22,4,268.4999999999999,4,4,4,44,Loyal Customer
37,16,700.07,4,5,5,45,Loyal Customer
113,3,139.16,2,3,3,23,At Risk
65,1,37.74,3,1,1,31,About to Sleep
21,4,259.97999999999996,5,4,4,54,VIP
106,2,195.44,2,2,4,22,Hibernating
70,1,1.69,3,1,1,31,About to Sleep
112,1,65.25,2,1,2,21,Hibernating
81,1,78.97,2,1,2,21,Hibernating
51,1,67.03,3,1,2,31,About to Sleep
204,2,73.27000000000001,1,2,2,12,Hibernating
328,1,25.000000000000004,1,1,1,11,Hibernating
37,6,42.18999999999998,4,5,1,45,Loyal Customer
49,4,112.72,3,4,3,34,Loyal Customer
53,4,221.83999999999997,3,4,4,34,Loyal Customer
51,1,33.970000000000006,3,1,1,31,About to Sleep
162,2,13.59,2,2,1,22,Hibernating
50,1,47.0,3,1,2,31,About to Sleep
9,10,135.13999999999996,5,5,3,55,VIP
105,4,79.14999999999999,2,4,2,24,At Risk
295,1,105.33,1,1,3,11,Hibernating
155,4,148.53,2,4,3,24,At Risk
46,4,278.90999999999997,3,4,4,34,Loyal Customer
55,3,200.61,3,3,4,33,Need Attention
22,12,540.52,4,5,5,45,Loyal Customer
52,7,238.32,3,5,4,35,Loyal Customer
10,6,238.67999999999998,5,5,4,55,VIP
49,1,76.97,3,1,2,31,About to Sleep
80,4,234.4,2,4,4,24,At Risk
63,2,93.13999999999999,3,2,3,32,About to Sleep
17,36,1890.0900000000001,5,5,5,55,VIP
7,19,539.88,5,5,5,55,VIP
58,3,115.03999999999999,3,3,3,33,Need Attention
72,3,81.40000000000002,3,3,2,33,Need Attention
49,2,32.35000000000001,3,2,1,32,About to Sleep
21,2,244.18999999999994,5,2,4,52,Potential Loyalist
319,1,7.860000000000001,1,1,1,11,Hibernating
15,5,388.95000000000005,5,4,5,54,VIP
55,2,178.09999999999997,3,2,4,32,About to Sleep
74,1,51.0,3,1,2,31,About to Sleep
209,1,30.57,1,1,1,11,Hibernating
20,5,297.48,5,4,4,54,VIP
72,1,5.2,3,1,1,31,About to Sleep
206,2,111.78,1,2,3,12,Hibernating
64,5,21.669999999999998,3,4,1,34,Loyal Customer
102,1,14.740000000000002,2,1,1,21,Hibernating
66,1,49.47,3,1,2,31,About to Sleep
188,3,215.74,1,3,4,13,At Risk
73,2,109.36000000000001,3,2,3,32,About to Sleep
71,4,52.95,3,4,2,34,Loyal Customer
51,2,126.0,3,2,3,32,About to Sleep
211,1,20.750000000000004,1,1,1,11,Hibernating
105,2,160.28,2,2,3,22,Hibernating
24,5,203.09999999999997,4,4,4,44,Loyal Customer
17,8,899.4300000000001,5,5,5,55,VIP
265,1,33.99,1,1,1,11,Hibernating
23,2,110.65,4,2,3,42,Potential Loyalist
67,4,268.99,3,4,4,34,Loyal Customer
178,1,35.23,2,1,1,21,Hibernating
70,1,17.07,3,1,1,31,About to Sleep
62,10,325.62,3,5,4,35,Loyal Customer
74,2,25.100000000000005,3,2,1,32,About to Sleep
63,4,565.6800000000001,3,4,5,34,Loyal Customer
9,13,570.24,5,5,5,55,VIP
67,3,231.39,3,3,4,33,Need Attention
378,1,16.4,1,1,1,11,Hibernating
22,2,125.19,4,2,3,42,Potential Loyalist
52,2,33.449999999999996,3,2,1,32,About to Sleep
7,3,130.43,5,3,3,53,Potential Loyalist
31,2,39.79,4,2,1,42,Potential Loyalist
220,1,37.73,1,1,1,11,Hibernating
44,2,27.42,3,2,1,32,About to Sleep
36,2,100.08,4,2,3,42,Potential Loyalist
167,1,8.5,2,1,1,21,Hibernating
284,2,76.1,1,2,2,12,Hibernating
92,6,194.59,2,5,4,25,Can't Loose
85,2,159.67,2,2,3,22,Hibernating
183,1,42.6,1,1,2,11,Hibernating
92,2,408.03999999999996,2,2,5,22,Hibernating
325,1,70.74,1,1,2,11,Hibernating
263,1,33.25,1,1,1,11,Hibernating
35,2,260.64,4,2,4,42,Potential Loyalist
93,1,93.11,2,1,3,21,Hibernating
32,1,304.14,4,1,4,41,Promising
142,1,5.85,2,1,1,21,Hibernating
14,9,621.5500000000001,5,5,5,55,VIP
66,3,81.14999999999999,3,3,2,33,Need Attention
14,5,714.48,5,4,5,54,VIP
218,1,11.299999999999999,1,1,1,11,Hibernating
74,1,38.0,3,1,1,31,About to Sleep
206,1,15.6,1,1,1,11,Hibernating
14,12,1368.62,5,5,5,55,VIP
13,6,596.54,5,5,5,55,VIP
43,2,207.72999999999996,3,2,4,32,About to Sleep
36,8,508.18,4,5,5,45,Loyal Customer
50,2,74.67999999999999,3,2,2,32,About to Sleep
66,9,216.09999999999997,3,5,4,35,Loyal Customer
294,1,7.949999999999999,1,1,1,11,Hibernating
231,1,19.55,1,1,1,11,Hibernating
11,8,266.32,5,5,4,55,VIP
28,1,1.95,4,1,1,41,Promising
113,4,41.629999999999995,2,4,1,24,At Risk
22,3,96.42999999999999,4,3,3,43,Potential Loyalist
18,2,513.21,5,2,5,52,Potential Loyalist
66,1,48.74,3,1,2,31,About to Sleep
52,2,178.99999999999997,3,2,4,32,About to Sleep
16,1,46.5,5,1,2,51,New Customer
21,10,2041.93,5,5,5,55,VIP
29,1,263.46999999999997,4,1,4,41,Promising
24,1,70.2,4,1,2,41,Promising
38,3,183.54999999999998,4,3,4,43,Potential Loyalist
154,4,172.82999999999998,2,4,4,24,At Risk
16,13,962.05,5,5,5,55,VIP
79,1,26.57,2,1,1,21,Hibernating
76,3,128.18,3,3,3,33,Need Attention
45,7,1077.17,3,5,5,35,Loyal Customer
136,2,91.42,2,2,3,22,Hibernating
45,1,53.27,3,1,2,31,About to Sleep
153,3,136.95000000000002,2,3,3,23,At Risk
21,3,189.04,5,3,4,53,Potential Loyalist
107,1,182.19999999999996,2,1,4,21,Hibernating
143,1,1.25,2,1,1,21,Hibernating
195,1,1.25,1,1,1,11,Hibernating
7,5,121.69999999999999,5,4,3,54,VIP
85,4,442.04,2,4,5,24,At Risk
7,9,368.41999999999996,5,5,5,55,VIP
16,7,521.6100000000001,5,5,5,55,VIP
56,5,668.9500000000002,3,4,5,34,Loyal Customer
10,2,142.79,5,2,3,52,Potential Loyalist
98,1,13.540000000000001,2,1,1,21,Hibernating
97,1,86.94999999999999,2,1,2,21,Hibernating
28,1,56.68000000000001,4,1,2,41,Promising
42,1,95.58999999999999,4,1,3,41,Promising
14,5,548.03,5,4,5,54,VIP
21,4,112.83000000000001,5,4,3,54,VIP
31,10,845.5899999999999,4,5,5,45,Loyal Customer
37,2,215.29999999999995,4,2,4,42,Potential Loyalist
18,5,362.14,5,4,5,54,VIP
74,4,106.89000000000001,3,4,3,34,Loyal Customer
22,1,61.28,4,1,2,41,Promising
293,1,280.821,1,1,4,11,Hibernating
38,5,39.87,4,4,1,44,Loyal Customer
24,10,1432.8400000000001,4,5,5,45,Loyal Customer
74,1,127.73,3,1,3,31,About to Sleep
141,1,16.4,2,1,1,21,Hibernating
210,2,14.75,1,2,1,12,Hibernating
70,8,147.39,3,5,3,35,Loyal Customer
14,7,371.71999999999997,5,5,5,55,VIP
31,8,475.67999999999995,4,5,5,45,Loyal Customer
375,1,63.05000000000001,1,1,2,11,Hibernating
58,4,511.59000000000003,3,4,5,34,Loyal Customer
72,1,73.45,3,1,2,31,About to Sleep
233,2,129.21,1,2,3,12,Hibernating
331,1,117.46000000000001,1,1,3,11,Hibernating
221,1,336.30000000000007,1,1,4,11,Hibernating
50,1,15.7,3,1,1,31,About to Sleep
24,4,128.76999999999998,4,4,3,44,Loyal Customer
7,3,373.37,5,3,5,53,Potential Loyalist
44,3,126.62,3,3,3,33,Need Attention
49,3,288.39000000000004,3,3,4,33,Need Attention
21,5,282.73999999999995,5,4,4,54,VIP
378,1,5.0,1,1,1,11,Hibernating
43,3,81.50999999999999,3,3,2,33,Need Attention
153,2,11.7,2,2,1,22,Hibernating
10,2,103.12,5,2,3,52,Potential Loyalist
79,3,140.6,2,3,3,23,At Risk
48,2,152.87,3,2,3,32,About to Sleep
14,1,16.6,5,1,1,51,New Customer
72,7,401.80000000000007,3,5,5,35,Loyal Customer
32,5,540.58,4,4,5,44,Loyal Customer
43,2,19.86,3,2,1,32,About to Sleep
301,1,8.5,1,1,1,11,Hibernating
15,6,420.4599999999999,5,5,5,55,VIP
315,1,40.980000000000004,1,1,1,11,Hibernating
43,5,481.73,3,4,5,34,Loyal Customer
16,4,276.1500000000001,5,4,4,54,VIP
46,11,2392.4100000000003,3,5,5,35,Loyal Customer
11,3,591.8199999999999,5,3,5,53,Potential Loyalist
20,5,531.1600000000001,5,4,5,54,VIP
18,3,411.93,5,3,5,53,Potential Loyalist
176,1,87.75,2,1,2,21,Hibernating
17,3,150.7,5,3,3,53,Potential Loyalist
25,5,127.21999999999997,4,4,3,44,Loyal Customer
78,3,13.84,2,3,1,23,At Risk
78,6,607.51,2,5,5,25,Can't Loose
29,6,209.14999999999998,4,5,4,45,Loyal Customer
158,1,100.1,2,1,3,21,Hibernating
325,2,106.49000000000001,1,2,3,12,Hibernating
133,1,41.050000000000004,2,1,1,21,Hibernating
237,4,74.59,1,4,2,14,At Risk
51,4,344.96999999999997,3,4,4,34,Loyal Customer
70,8,607.4200000000001,3,5,5,35,Loyal Customer
31,1,80.78,4,1,2,41,Promising
7,69,8007.6900000000005,5,5,5,55,VIP
38,10,795.24,4,5,5,45,Loyal Customer
121,1,71.47999999999998,2,1,2,21,Hibernating
53,7,1091.91,3,5,5,35,Loyal Customer
49,3,100.36000000000001,3,3,3,33,Need Attention
39,8,552.14,4,5,5,45,Loyal Customer
37,6,1491.33,4,5,5,45,Loyal Customer
265,1,61.39000000000001,1,1,2,11,Hibernating
172,3,199.07,2,3,4,23,At Risk
21,8,689.22,5,5,5,55,VIP
58,6,205.29999999999995,3,5,4,35,Loyal Customer
22,23,944.52,4,5,5,45,Loyal Customer
112,1,138.30999999999997,2,1,3,21,Hibernating
316,1,94.94000000000001,1,1,3,11,Hibernating
18,6,906.45,5,5,5,55,VIP
212,6,319.52,1,5,4,15,Can't Loose
62,3,238.02999999999994,3,3,4,33,Need Attention
30,2,136.06,4,3,3,43,Potential Loyalist
53,5,202.13999999999996,3,4,4,34,Loyal Customer
22,2,206.82999999999998,4,3,4,43,Potential Loyalist
53,4,343.97999999999996,3,4,4,34,Loyal Customer
23,4,389.21000000000004,4,4,5,44,Loyal Customer
238,3,540.89,1,3,5,13,At Risk
296,3,85.55,1,3,2,13,At Risk
32,1,2.1,4,1,1,41,Promising
21,21,497.96999999999997,5,5,5,55,VIP
32,8,448.8999999999999,4,5,5,45,Loyal Customer
151,2,426.36,2,3,5,23,At Risk
76,2,356.94000000000005,3,3,4,33,Need Attention
115,1,97.7,2,1,3,21,Hibernating
175,1,3.7,2,1,1,21,Hibernating
77,1,92.11999999999998,2,1,3,21,Hibernating
94,3,50.970000000000006,2,3,2,23,At Risk
85,1,124.21000000000001,2,1,3,21,Hibernating
67,1,86.25000000000001,3,1,2,31,About to Sleep
59,4,798.64,3,4,5,34,Loyal Customer
14,5,584.24,5,4,5,54,VIP
374,1,30.45,1,1,1,11,Hibernating
130,1,233.76999999999998,2,1,4,21,Hibernating
14,1,2.95,5,1,1,51,New Customer
36,3,159.09,4,3,3,43,Potential Loyalist
74,1,49.8,3,1,2,31,About to Sleep
160,1,4.95,2,1,1,21,Hibernating
186,1,141.05,1,1,3,11,Hibernating
25,3,443.51,4,3,5,43,Potential Loyalist
63,4,253.76000000000002,3,4,4,34,Loyal Customer
24,4,142.27999999999997,4,4,3,44,Loyal Customer
220,1,44.790000000000006,1,1,2,11,Hibernating
13,1,23.85,5,1,1,51,New Customer
66,20,773.09,3,5,5,35,Loyal Customer
39,9,1224.6,4,5,5,45,Loyal Customer
15,1,93.26999999999998,5,1,3,51,New Customer
95,2,58.65,2,3,2,23,At Risk
268,1,145.57999999999998,1,1,3,11,Hibernating
21,4,106.88999999999999,5,4,3,54,VIP
211,1,54.09,1,1,2,11,Hibernating
32,2,179.48999999999998,4,3,4,43,Potential Loyalist
35,1,70.85000000000001,4,1,2,41,Promising
298,1,110.32000000000001,1,1,3,11,Hibernating
275,1,46.66,1,1,2,11,Hibernating
16,4,345.21999999999997,5,4,4,54,VIP
8,102,10570.849999999999,5,5,5,55,VIP
179,7,296.0299999999999,2,5,4,25,Can't Loose
21,7,84.38000000000001,5,5,2,55,VIP
163,2,1.6099999999999999,2,3,1,23,At Risk
37,2,20.1,4,3,1,43,Potential Loyalist
85,2,65.35,2,3,2,23,At Risk
57,1,98.40000000000002,3,1,3,31,About to Sleep
28,1,52.559999999999995,4,1,2,41,Promising
36,5,163.61,4,4,3,44,Loyal Customer
27,2,5.8,4,3,1,43,Potential Loyalist
44,2,25.77,3,3,1,33,Need Attention
18,4,142.95999999999998,5,4,3,54,VIP
183,1,116.80000000000003,1,1,3,11,Hibernating
153,4,151.40999999999997,2,4,3,24,At Risk
22,5,417.09000000000003,4,4,5,44,Loyal Customer
57,4,92.91000000000003,3,4,3,34,Loyal Customer
16,9,763.86,5,5,5,55,VIP
37,7,273.89,4,5,4,45,Loyal Customer
21,1,75.45,5,1,2,51,New Customer
84,3,194.86999999999995,2,3,4,23,At Risk
126,1,107.2,2,1,3,21,Hibernating
28,3,103.98999999999995,4,3,3,43,Potential Loyalist
79,3,210.85000000000002,2,3,4,23,At Risk
95,1,58.15,2,1,2,21,Hibernating
319,1,10.120000000000001,1,1,1,11,Hibernating
50,3,435.93,3,3,5,33,Need Attention
51,4,283.02,3,4,4,34,Loyal Customer
259,3,87.71000000000001,1,3,2,13,At Risk
59,4,157.77,3,4,3,34,Loyal Customer
276,1,55.45,1,1,2,11,Hibernating
16,65,2401.66,5,5,5,55,VIP
165,1,52.5,2,1,2,21,Hibernating
58,15,911.76,3,5,5,35,Loyal Customer
24,5,1058.1999999999998,4,4,5,44,Loyal Customer
230,1,27.4,1,1,1,11,Hibernating
36,7,506.55999999999995,4,5,5,45,Loyal Customer
155,4,392.76,2,4,5,24,At Risk
380,1,35.85,1,1,1,11,Hibernating
30,3,160.41,4,3,3,43,Potential Loyalist
57,3,399.52,3,3,5,33,Need Attention
71,2,208.05999999999995,3,3,4,33,Need Attention
69,3,192.30999999999995,3,3,4,33,Need Attention
72,2,136.0,3,3,3,33,Need Attention
69,2,113.75,3,3,3,33,Need Attention
7,31,2392.69,5,5,5,55,VIP
87,1,26.34,2,1,1,21,Hibernating
275,4,578.4,1,4,5,14,At Risk
374,1,127.96,1,1,3,11,Hibernating
191,2,160.39999999999998,1,3,3,13,At Risk
157,2,121.63000000000001,2,3,3,23,At Risk
9,3,193.55999999999997,5,3,4,53,Potential Loyalist
151,1,37.52,2,1,1,21,Hibernating
30,1,232.98999999999995,4,1,4,41,Promising
36,5,101.23999999999998,4,4,3,44,Loyal Customer
234,1,33.18000000000001,1,1,1,11,Hibernating
221,1,66.53,1,1,2,11,Hibernating
23,3,199.48999999999995,4,3,4,43,Potential Loyalist
13,41,2834.13,5,5,5,55,VIP
29,3,72.15,4,3,2,43,Potential Loyalist
70,4,241.79000000000002,3,4,4,34,Loyal Customer
230,1,24.390000000000004,1,1,1,11,Hibernating
32,1,151.34999999999997,4,1,3,41,Promising
218,8,570.9200000000001,1,5,5,15,Can't Loose
56,5,496.6700000000001,3,4,5,34,Loyal Customer
42,2,84.66999999999999,4,3,2,43,Potential Loyalist
15,8,396.51,5,5,5,55,VIP
34,2,165.74999999999994,4,3,3,43,Potential Loyalist
22,8,269.15999999999997,4,5,4,45,Loyal Customer
67,6,232.85999999999999,3,5,4,35,Loyal Customer
259,1,40.870000000000005,1,1,1,11,Hibernating
161,3,281.85,2,3,4,23,At Risk
15,2,108.16,5,3,3,53,Potential Loyalist
77,3,93.36,2,3,3,23,At Risk
57,2,184.59999999999994,3,3,4,33,Need Attention
84,6,760.08,2,5,5,25,Can't Loose
7,13,1234.6,5,5,5,55,VIP
66,2,152.10999999999993,3,3,3,33,Need Attention
260,1,65.69,1,1,2,11,Hibernating
77,2,2.9,2,3,1,23,At Risk
10,3,53.43000000000001,5,3,2,53,Potential Loyalist
21,12,638.5799999999999,5,5,5,55,VIP
21,9,610.3299999999999,5,5,5,55,VIP
60,1,30.65,3,1,1,31,About to Sleep
7,11,749.17,5,5,5,55,VIP
49,3,217.54,3,3,4,33,Need Attention
162,3,180.76,2,3,4,23,At Risk
86,1,85.05000000000003,2,1,2,21,Hibernating
375,1,36.45,1,1,1,11,Hibernating
52,1,21.72,3,1,1,31,About to Sleep
21,1,65.37,5,1,2,51,New Customer
119,2,207.1,2,3,4,23,At Risk
13,7,397.91999999999996,5,5,5,55,VIP
232,1,85.46,1,1,2,11,Hibernating
36,3,82.40000000000002,4,3,2,43,Potential Loyalist
296,1,33.85,1,1,1,11,Hibernating
188,2,39.28,1,3,1,13,At Risk
55,1,48.68000000000001,3,1,2,31,About to Sleep
15,3,269.91999999999996,5,3,4,53,Potential Loyalist
34,11,585.31,4,5,5,45,Loyal Customer
9,4,545.6500000000001,5,4,5,54,VIP
67,4,290.37999999999994,3,4,4,34,Loyal Customer
30,23,674.39,4,5,5,45,Loyal Customer
127,2,259.27000000000004,2,3,4,23,At Risk
42,1,112.38999999999999,4,1,3,41,Promising
202,2,129.72,1,3,3,13,At Risk
9,19,476.90999999999997,5,5,5,55,VIP
51,8,446.86,3,5,5,35,Loyal Customer
14,2,53.900000000000006,5,3,2,53,Potential Loyalist
77,1,84.80000000000001,2,1,2,21,Hibernating
234,1,3.9899999999999998,1,1,1,11,Hibernating
8,7,366.94,5,5,5,55,VIP
143,7,172.65,2,5,3,25,Can't Loose
57,3,10.45,3,3,1,33,Need Attention
10,7,206.85,5,5,4,55,VIP
121,1,30.690000000000005,2,1,1,21,Hibernating
378,1,84.3,1,1,2,11,Hibernating
326,2,18.450000000000003,1,3,1,13,At Risk
102,1,32.46,2,1,1,21,Hibernating
67,4,267.1600000000001,3,4,4,34,Loyal Customer
23,14,873.8600000000001,4,5,5,45,Loyal Customer
24,2,244.86,4,3,4,43,Potential Loyalist
38,3,311.84,4,3,4,43,Potential Loyalist
86,1,41.910000000000004,2,1,1,21,Hibernating
268,1,28.009999999999994,1,1,1,11,Hibernating
8,6,563.77,5,5,5,55,VIP
116,1,94.32999999999998,2,1,3,21,Hibernating
32,9,863.1600000000001,4,5,5,45,Loyal Customer
109,6,593.76,2,5,5,25,Can't Loose
263,2,53.84000000000001,1,3,2,13,At Risk
234,1,50.0,1,1,2,11,Hibernating
170,1,51.7,2,1,2,21,Hibernating
14,1,22.360000000000003,5,1,1,51,New Customer
29,4,78.97,4,4,2,44,Loyal Customer
45,1,24.11,3,1,1,31,About to Sleep
301,1,42.61,1,1,2,11,Hibernating
31,1,21.080000000000002,4,1,1,41,Promising
192,1,7.039999999999999,1,1,1,11,Hibernating
113,1,34.31999999999999,2,1,1,21,Hibernating
238,1,83.49,1,1,2,11,Hibernating
16,6,148.67,5,5,3,55,VIP
248,1,65.79,1,1,2,11,Hibernating
177,1,57.089999999999996,2,1,2,21,Hibernating
44,3,91.87,3,3,3,33,Need Attention
8,11,905.41,5,5,5,55,VIP
149,1,66.72999999999999,2,1,2,21,Hibernating
23,5,58.31,4,4,2,44,Loyal Customer
379,1,34.05,1,1,1,11,Hibernating
11,6,485.82,5,5,5,55,VIP
46,3,337.85,3,3,4,33,Need Attention
81,1,18.54,2,1,1,21,Hibernating
32,2,122.44,4,3,3,43,Potential Loyalist
263,2,69.76,1,3,2,13,At Risk
11,3,178.15999999999997,5,3,4,53,Potential Loyalist
29,1,79.95,4,1,2,41,Promising
240,1,72.47,1,1,2,11,Hibernating
11,4,403.78999999999996,5,4,5,54,VIP
223,1,76.47,1,1,2,11,Hibernating
37,5,463.8299999999999,4,4,5,44,Loyal Customer
100,3,190.38,2,3,4,23,At Risk
136,2,131.87,2,3,3,23,At Risk
22,5,83.8,4,4,2,44,Loyal Customer
8,7,204.58999999999995,5,5,4,55,VIP
127,1,24.1,2,1,1,21,Hibernating
21,6,331.9,5,5,4,55,VIP
10,13,414.60999999999996,5,5,5,55,VIP
223,2,30.45,1,3,1,13,At Risk
30,9,94.82000000000001,4,5,3,45,Loyal Customer
14,4,156.59,5,4,3,54,VIP
322,3,260.11,1,3,4,13,At Risk
140,1,14.0,2,1,1,21,Hibernating
49,1,94.43,3,1,3,31,About to Sleep
84,5,151.79999999999995,2,4,3,24,At Risk
65,2,214.58999999999995,3,3,4,33,Need Attention
60,3,172.58999999999997,3,3,3,33,Need Attention
